repo,issue_id,issue_total_tokens,issue_body_tokens,issue_comment_tokens,issue_num_sections,issue_num_comments,issue_has_satd,issue_satd_section_ratio,issue_satd_token_ratio,issue_satd_primary_type,issue_sentiment_score,issue_sentiment_variance,issue_priority_score
visit,Issue_3838,309,0,192,7,5,0,0.0,0.0,,-0.3656957928802589,1.0292489006788188,0.05742413960037209
visit,Issue_3835,1241,0,24,3,1,0,0.0,0.0,,-0.9419822723609992,2.5153187830163914,0.12236418112894205
visit,Issue_3834,297,0,121,5,3,0,0.0,0.0,,0.9528619528619529,0.7645115577775512,0.09803112260340675
visit,Issue_3826,250,0,33,3,1,0,0.0,0.0,,-0.688,1.9320106666666668,0.10934838699220362
visit,Issue_3825,107,0,0,2,0,0,0.0,0.0,,-0.9252336448598131,1.8560572975805747,0.016170207492066047
visit,Issue_3824,237,0,38,3,1,1,0.6666666666666666,0.9704641350210971,code/design_debt,0.679324894514768,1.0085990492976553,0.016032014610591054
visit,Issue_3815,42,0,0,2,0,0,0.0,0.0,,0.7142857142857143,1.5102040816326534,0.09884595342177838
visit,Issue_3814,128,0,6,3,1,0,0.0,0.0,,1.0,0.0,-0.005296989744184536
visit,Issue_3810,240,0,52,4,2,0,0.0,0.0,,1.0,0.0,0.012501157180367577
visit,Issue_3809,197,0,21,3,1,0,0.0,0.0,,-0.7868020304568528,1.0945227481597912,0.15489924636794491
visit,Issue_3801,747,0,22,3,1,0,0.0,0.0,,-0.9410977242302544,1.2582664437311946,0.0852031235188891
visit,Issue_3799,145,0,0,2,0,1,0.5,0.027586206896551724,code/design_debt,-0.9448275862068966,1.8926991676575504,0.13958605591103998
visit,Issue_3786,914,0,792,19,17,1,0.05263157894736842,0.012035010940919038,test_debt,0.47921225382932164,0.5738802474011063,0.09310854348744538
visit,Issue_3784,165,0,92,7,5,0,0.0,0.0,,-0.04242424242424243,1.0381634527089072,0.06174428359419605
visit,Issue_3783,32,0,0,2,0,1,0.5,0.25,documentation_debt,0.5,1.25,0.16666898704163363
visit,Issue_3781,200,0,30,3,1,1,0.3333333333333333,0.15,requirement_debt,-0.6,1.7600000000000005,0.05561106496877397
visit,Issue_3778,239,0,0,2,0,0,0.0,0.0,,-0.9163179916317992,1.839638661788134,0.07182706872162695
visit,Issue_3767,94,0,0,2,0,0,0.0,0.0,,-0.8723404255319149,1.7609778180172024,0.07361868996053364
visit,Issue_3755,210,0,57,4,2,0,0.0,0.0,,-0.8571428571428571,1.7346938775510203,0.10824829602343485
visit,Issue_3744,1089,0,852,20,18,1,0.05,0.11570247933884298,code/design_debt,-0.24701561065197428,1.2092260782969526,0.07850968287537753
visit,Issue_3743,459,0,271,9,7,0,0.0,0.0,,-0.355119825708061,1.2050256074349373,0.045627581603377106
visit,Issue_3735,538,0,309,6,4,0,0.0,0.0,,-0.3420074349442379,1.344974042186629,0.08992654895840554
visit,Issue_3731,165,0,0,2,0,0,0.0,0.0,,-0.9393939393939394,1.8824609733700646,0.17995572277868196
visit,Issue_3730,87,0,23,3,1,0,0.0,0.0,,1.0,0.0,0.051121809942557904
visit,Issue_3722,81,0,0,2,0,0,0.0,0.0,,-0.9259259259259259,1.8573388203017833,0.1352753087054317
visit,Issue_3698,285,0,18,3,1,0,0.0,0.0,,-0.8175438596491228,2.2134072022160662,0.10297931097007679
visit,Issue_3691,71,0,0,2,0,1,0.5,0.8873239436619719,documentation_debt,-1.0,0.0,0.0936012473068576
visit,Issue_3689,204,0,15,3,1,1,0.3333333333333333,0.8725490196078431,code/design_debt,-0.7450980392156863,2.0519031141868513,0.019051908289365038
visit,Issue_3684,118,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.043344135054884804
visit,Issue_3681,316,0,200,6,4,0,0.0,0.0,,-0.6265822784810127,0.9748838327191153,0.05276934129344202
visit,Issue_3665,559,0,387,4,2,0,0.0,0.0,,0.853309481216458,0.8748275895174428,0.11407150023408842
visit,Issue_3660,100,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.09933068909924625
visit,Issue_3659,358,0,1,3,1,0,0.0,0.0,,-0.994413407821229,1.3259157537738107,0.1091734255508852
visit,Issue_3653,608,0,284,14,12,1,0.07142857142857142,0.06085526315789474,requirement_debt,-0.5526315789473685,1.6211911357340725,0.056679867163485026
visit,Issue_3650,48,0,0,2,0,0,0.0,0.0,,0.7083333333333334,1.5017361111111112,0.1317134744667199
visit,Issue_3639,106,0,18,3,1,1,0.6666666666666666,0.9528301886792453,documentation_debt,-0.5660377358490566,1.697757208971164,0.08132207432263067
visit,Issue_3634,838,0,659,5,3,0,0.0,0.0,,0.38663484486873506,0.6855246894241886,0.029227548590559455
visit,Issue_3621,36,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.018480033672418246
visit,Issue_3619,266,0,148,8,6,0,0.0,0.0,,0.18796992481203006,0.7533778054157949,0.06819469814795312
visit,Issue_3606,408,0,303,5,3,1,0.2,0.3014705882352941,code/design_debt,-0.11764705882352941,0.9667820069204153,0.08032195781336472
visit,Issue_3588,91,0,73,6,4,0,0.0,0.0,,0.5164835164835165,0.5781105341544902,0.07086519330234566
visit,Issue_3586,224,0,53,5,3,1,0.4,0.17410714285714285,code/design_debt,-0.8035714285714286,1.3242984693877553,0.1176807845852165
visit,Issue_3577,66,0,28,4,2,1,0.25,0.5151515151515151,code/design_debt,-0.12121212121212122,1.0146923783287418,0.0710107649735956
visit,Issue_3576,8218,0,8170,25,23,1,0.2,0.14626429788269651,code/design_debt,-0.11852032124604527,1.0993816978454178,0.03172565073952664
visit,Issue_3564,68,0,9,3,1,0,0.0,0.0,,0.8529411764705882,1.1588811995386392,0.08519247747218904
visit,Issue_3544,174,0,4,3,1,0,0.0,0.0,,1.0,0.0,0.17202976919097474
visit,Issue_3542,266,0,140,5,3,1,0.2,0.44360902255639095,code/design_debt,0.11278195488721804,0.8773814234835209,0.12341017029163401
visit,Issue_3537,128,0,102,4,2,0,0.0,0.0,,0.71875,0.7978515625,0.07532467212635466
visit,Issue_3533,178,0,111,3,1,1,0.3333333333333333,0.3202247191011236,documentation_debt,1.0,0.0,0.008210086993169526
visit,Issue_3522,326,0,228,7,5,0,0.0,0.0,,-0.31901840490797545,1.010624626982036,0.05163881429208277
visit,Issue_3521,95,0,15,3,1,0,0.0,0.0,,1.0,0.0,0.04628747817597876
visit,Issue_3515,4349,0,3072,32,30,1,0.03125,0.05196596918831915,code/design_debt,0.5212692573005289,0.7504523813061158,0.06488837801664582
visit,Issue_3505,127,0,0,2,0,1,0.5,0.9606299212598425,code/design_debt,-1.0,0.0,0.17735356451297188
visit,Issue_3494,59,0,7,3,1,1,0.6666666666666666,0.8813559322033898,code/design_debt,1.0,0.0,0.07445746981568671
visit,Issue_3489,208,0,10,4,2,0,0.0,0.0,,-0.9038461538461539,1.816937869822485,0.1077213966764999
visit,Issue_3488,50,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.010575296201407824
visit,Issue_3487,124,0,0,2,0,0,0.0,0.0,,-0.8548387096774194,1.7307492195629557,0.14789103891113864
visit,Issue_3485,1140,0,977,21,19,1,0.14285714285714285,0.2026315789473684,requirement_debt,0.03684210526315789,0.9838134810710988,0.042918080244575524
visit,Issue_3484,536,0,371,12,10,0,0.0,0.0,,-0.08582089552238806,1.0359721912823938,0.05344407718021279
visit,Issue_3482,334,0,239,8,6,1,0.25,0.15269461077844312,documentation_debt,0.059880239520958084,0.9437054035641291,0.07165549119763788
visit,Issue_3480,431,0,40,3,1,0,0.0,0.0,,-0.9814385150812065,1.3089292154973322,0.10394273067528277
visit,Issue_3474,96,0,0,2,0,1,0.5,0.90625,documentation_debt,1.0,0.0,0.03833699829250261
visit,Issue_3471,1475,0,1432,23,21,1,0.2608695652173913,0.30033898305084744,documentation_debt,0.5145762711864407,0.5936022981901755,0.04867765734883622
visit,Issue_3467,892,0,759,12,10,1,0.16666666666666666,0.20291479820627803,code/design_debt,0.8071748878923767,0.3062398198234431,0.04614385163955495
visit,Issue_3449,251,0,3,3,1,0,0.0,0.0,,-0.9442231075697212,2.5210393485817684,0.12134780261393482
visit,Issue_3441,184,0,113,5,3,1,0.2,0.32065217391304346,code/design_debt,1.0,0.0,0.058969839820708726
visit,Issue_3430,113,0,26,6,4,0,0.0,0.0,,-0.45132743362831856,1.5045814080977369,0.12946139134061918
visit,Issue_3416,138,0,0,2,0,0,0.0,0.0,,-0.927536231884058,1.8603234614576771,0.17226219235736082
visit,Issue_3415,157,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.060284448100527965
visit,Issue_3395,255,0,171,7,5,1,0.2857142857142857,0.17647058823529413,documentation_debt,0.5764705882352941,0.8382006920415225,0.10468333165035731
visit,Issue_3390,350,0,20,4,2,0,0.0,0.0,,-0.9028571428571428,1.8151510204081633,0.1069884187385757
visit,Issue_3388,130,0,93,4,2,0,0.0,0.0,,1.0,0.0,0.11253524580241445
visit,Issue_3387,245,0,0,2,0,0,0.0,0.0,,-0.9183673469387755,1.843398583923365,0.08748026836383187
visit,Issue_3384,293,0,4,3,1,0,0.0,0.0,,-0.8839590443686007,2.370689621700117,0.08221825289566995
visit,Issue_3382,228,0,94,5,3,0,0.0,0.0,,-0.09649122807017543,1.1251000307787014,0.09063090344719113
visit,Issue_3375,175,0,74,5,3,1,0.2,0.5314285714285715,documentation_debt,0.6685714285714286,0.6447020408163265,0.09823601033326743
visit,Issue_3369,97,0,34,3,1,1,0.3333333333333333,0.5979381443298969,test_debt,1.0,0.0,0.10210656033005111
visit,Issue_3367,258,0,22,3,1,0,0.0,0.0,,-0.7441860465116279,2.0499369028303587,0.15877805897111602
visit,Issue_3366,1240,0,996,9,7,0,0.0,0.0,,-0.1435483870967742,1.116305064169268,0.0515188117913974
visit,Issue_3364,164,0,0,2,0,0,0.0,0.0,,-0.9390243902439024,1.8817668054729326,0.15736504879222485
visit,Issue_3363,238,0,5,3,1,1,0.3333333333333333,0.9369747899159664,code/design_debt,1.0,0.0,-0.01242728159499908
visit,Issue_3359,467,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.03779096485677345
visit,Issue_3356,435,0,350,11,9,0,0.0,0.0,,-0.3471264367816092,1.0573828655160404,0.06270717351298613
visit,Issue_3352,136,0,0,2,0,0,0.0,0.0,,0.9117647058823529,1.8313148788927331,0.005834073922370521
visit,Issue_3350,260,0,107,5,3,1,0.2,0.5384615384615384,documentation_debt,0.25384615384615383,0.9628994082840237,0.13260263000858316
visit,Issue_3340,243,0,0,2,0,1,0.5,0.9794238683127572,code/design_debt,1.0,0.0,0.023825394581974024
visit,Issue_3339,882,0,664,13,11,0,0.0,0.0,,-0.23356009070294784,1.0904826376157764,0.030856926373629977
visit,Issue_3322,278,0,28,4,2,1,0.25,0.8705035971223022,code/design_debt,0.8057553956834532,0.843486361989545,0.007507204715724117
visit,Issue_3300,36,0,6,3,1,1,0.3333333333333333,0.16666666666666666,code/design_debt,0.6666666666666666,0.9999999999999999,0.06599225146489791
visit,Issue_3291,91,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.06932115362978453
visit,Issue_3288,107,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.028964560202978773
visit,Issue_3281,15,0,6,4,2,0,0.0,0.0,,1.0,0.0,0.14734374794704402
visit,Issue_3278,193,0,0,2,0,1,0.5,0.9585492227979274,test_debt,0.917098445595855,1.8410695589143335,0.10905255618693008
visit,Issue_3277,190,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.11450544610057509
visit,Issue_3275,554,0,1,3,1,1,0.3333333333333333,0.9855595667870036,scientific_debt,1.0,0.0,0.17511866940631327
visit,Issue_3272,229,0,0,2,0,0,0.0,0.0,,0.9388646288209607,1.8814667912511203,0.15335292053459923
visit,Issue_3271,254,0,8,4,2,1,0.25,0.9409448818897638,code/design_debt,-0.889763779527559,1.7916795833591665,0.11243086503885727
visit,Issue_3270,356,0,0,2,0,1,0.5,0.9747191011235955,code/design_debt,1.0,0.0,0.07247153284905107
visit,Issue_3266,257,0,0,2,0,1,0.5,0.9455252918287937,code/design_debt,1.0,0.0,0.14199425313558323
visit,Issue_3264,487,0,65,3,1,0,0.0,0.0,,1.0,0.0,0.030925694675142282
visit,Issue_3260,377,0,1,3,1,1,0.3333333333333333,0.9761273209549072,code/design_debt,0.9946949602122016,1.3262880903967524,0.06798116410842898
visit,Issue_3259,406,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.13929165268212138
visit,Issue_3255,650,0,64,6,4,0,0.0,0.0,,0.9876923076923076,0.6586130177514793,0.1408483857925077
visit,Issue_3254,176,0,0,2,0,1,0.5,0.9715909090909091,documentation_debt,1.0,0.0,0.0960621315781677
visit,Issue_3250,120,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.1135157295710778
visit,Issue_3248,476,0,0,2,0,1,0.5,0.9873949579831933,scientific_debt,-1.0,0.0,0.06287990327321458
visit,Issue_3247,475,0,1,3,1,1,0.3333333333333333,0.9789473684210527,scientific_debt,-0.9957894736842106,1.32773702677747,0.06568850072845148
visit,Issue_3245,193,0,3,3,1,0,0.0,0.0,,0.927461139896373,1.2418767394202976,0.097094668946288
visit,Issue_3243,1307,0,0,2,0,1,1.0,1.0,documentation_debt,-1.0,0.0,0.11348653408330964
visit,Issue_3242,977,0,821,17,15,1,0.23529411764705882,0.37871033776867963,documentation_debt,0.8382804503582395,0.22339567164415483,0.026495150054896062
visit,Issue_3240,345,0,193,5,3,0,0.0,0.0,,0.6231884057971014,0.6405377021634111,0.117036528310753
visit,Issue_3239,480,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.07859388696392662
visit,Issue_3238,188,0,0,2,0,1,0.5,0.973404255319149,test_debt,1.0,0.0,0.1516849997536104
visit,Issue_3236,294,0,0,2,0,1,0.5,0.9693877551020408,code/design_debt,1.0,0.0,0.07526558429798035
visit,Issue_3234,438,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.10443904948218043
visit,Issue_3233,219,0,4,3,1,1,0.3333333333333333,0.0410958904109589,code/design_debt,-0.9634703196347032,1.2859615103938615,0.10035241111615897
visit,Issue_3229,306,0,0,2,0,0,0.0,0.0,,0.9281045751633987,1.8613781024392329,0.061564017494272594
visit,Issue_3228,290,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.06473090287738856
visit,Issue_3227,480,0,64,3,1,1,0.3333333333333333,0.0125,code/design_debt,0.7083333333333334,1.9739583333333333,0.08323771810361719
visit,Issue_3226,942,0,0,2,0,0,0.0,0.0,,-0.9872611464968153,1.9746845713822063,0.11205523671348791
visit,Issue_3224,139,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.16729275667963706
visit,Issue_3221,177,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.13035234576220073
visit,Issue_3220,249,0,69,5,3,1,0.4,0.27309236947791166,requirement_debt,-0.7751004016064257,0.6706601506427314,0.09562254251234598
visit,Issue_3219,207,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.16981104035623992
visit,Issue_3218,174,0,0,2,0,1,0.5,0.9367816091954023,documentation_debt,1.0,0.0,0.11551953187623064
visit,Issue_3217,455,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.13569533521556845
visit,Issue_3216,843,0,192,9,7,0,0.0,0.0,,-0.8244365361803084,1.1300712447354462,0.041488068378776354
visit,Issue_3215,1730,0,523,6,4,1,0.5,0.7445086705202312,code/design_debt,-0.47398843930635837,1.5406573334669824,0.09976510068039215
visit,Issue_3213,253,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.14429210143348029
visit,Issue_3212,257,0,0,2,0,1,0.5,0.9727626459143969,code/design_debt,1.0,0.0,0.12510193652670312
visit,Issue_3208,246,0,12,4,2,0,0.0,0.0,,1.0,0.0,0.11870751156986506
visit,Issue_3206,255,0,0,2,0,0,0.0,0.0,,-0.9607843137254902,1.9231064975009615,0.12606327474165469
visit,Issue_3204,374,0,41,4,2,1,0.25,0.0481283422459893,code/design_debt,1.0,0.0,0.10762814251525349
visit,Issue_3202,240,0,0,2,0,0,0.0,0.0,,-0.9166666666666666,1.8402777777777777,0.07069419627812695
visit,Issue_3201,174,0,0,2,0,0,0.0,0.0,,-0.9195402298850575,1.8455542343770643,0.08095236661597256
visit,Issue_3200,182,0,0,2,0,0,0.0,0.0,,0.8901098901098901,1.7922956164714408,0.09680647506803076
visit,Issue_3198,398,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.07965808960839839
visit,Issue_3196,387,0,0,2,0,1,0.5,0.9819121447028424,code/design_debt,-0.9638242894056848,1.9289572608483732,0.10311337555008007
visit,Issue_3194,300,0,0,2,0,1,1.0,1.0,code/design_debt,-1.0,0.0,0.0999665831378752
visit,Issue_3193,140,0,0,2,0,1,0.5,0.04285714285714286,documentation_debt,1.0,0.0,0.10233189821936277
visit,Issue_3191,360,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.09953199567645553
visit,Issue_3190,166,0,0,2,0,1,0.5,0.9578313253012049,test_debt,-0.9156626506024096,1.8384380897082302,0.18418273295875112
visit,Issue_3189,200,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.20898183680964563
visit,Issue_3187,1110,0,0,2,0,0,0.0,0.0,,-0.9747747747747748,1.950185861537213,0.16611780179891153
visit,Issue_3186,754,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.14663500122443024
visit,Issue_3185,181,0,0,2,0,1,0.5,0.0718232044198895,code/design_debt,-1.0,0.0,0.10987742348502322
visit,Issue_3184,227,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.0975900440435489
visit,Issue_3180,153,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.06370229241164359
visit,Issue_3176,175,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.06212735989461215
visit,Issue_3174,179,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.04433469801319767
visit,Issue_3171,223,0,0,2,0,0,0.0,0.0,,-0.9641255605381166,1.9295380964829372,0.12123614806308465
visit,Issue_3170,491,0,1,3,1,0,0.0,0.0,,-0.9511201629327902,2.538709672959158,0.08779955824797898
visit,Issue_3169,1520,0,4,3,1,0,0.0,0.0,,0.9855263157894737,1.3142445752539242,0.10815838223155334
visit,Issue_3166,320,0,51,6,4,1,0.3333333333333333,0.9375,documentation_debt,-0.6625,2.3222395833333334,0.07370501416924548
visit,Issue_3165,270,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.0902183047682905
visit,Issue_3163,621,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.074496021117495
visit,Issue_3162,196,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.08282661952234635
visit,Issue_3161,291,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.10465138000006498
visit,Issue_3159,604,0,0,2,0,0,0.0,0.0,,0.9801324503311258,1.960659620192097,0.03459101671752222
visit,Issue_3158,1226,0,0,2,0,1,0.5,0.9926590538336052,code/design_debt,-0.9853181076672104,1.9708517732968924,0.09742697368397847
visit,Issue_3157,311,0,1,3,1,0,0.0,0.0,,1.0,0.0,0.05552466240673477
visit,Issue_3154,381,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.15788814908545024
visit,Issue_3152,452,0,0,2,0,0,0.0,0.0,,0.9734513274336283,1.9476074868822928,0.1467338927549376
visit,Issue_3145,1141,0,39,3,1,0,0.0,0.0,,0.985977212971078,1.314832922517496,0.08863535784432
visit,Issue_3142,320,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.08826395506493909
visit,Issue_3141,110,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.10311571101423471
visit,Issue_3138,166,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.16835808561558788
visit,Issue_3137,261,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.1179788812982274
visit,Issue_3136,295,0,3,3,1,0,0.0,0.0,,0.9796610169491525,1.3066283634970792,0.0984377957173338
visit,Issue_3135,155,0,0,2,0,1,0.5,0.967741935483871,documentation_debt,0.9354838709677419,1.8751300728407911,0.12135781256675925
visit,Issue_3134,327,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.11507653526186126
visit,Issue_3133,208,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.0787399277713104
visit,Issue_3132,568,0,0,2,0,1,0.5,0.9876760563380281,code/design_debt,1.0,0.0,0.06590538645989272
visit,Issue_3131,613,0,330,5,3,1,0.4,0.6737357259380098,documentation_debt,0.964110929853181,0.772576769238548,0.03490628374299161
visit,Issue_3130,193,0,0,2,0,0,0.0,0.0,,0.9585492227979274,1.9188166125265105,0.087654503913008
visit,Issue_3129,168,0,4,3,1,0,0.0,0.0,,-0.9523809523809523,1.2721088435374148,0.13573798671929008
visit,Issue_3127,199,0,5,3,1,0,0.0,0.0,,-0.8994974874371859,1.2094307382810199,0.11052615351250682
visit,Issue_3124,457,0,230,4,2,0,0.0,0.0,,-1.0,0.0,0.11875833362732631
visit,Issue_3123,188,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.15238584329641167
visit,Issue_3122,269,0,89,4,2,0,0.0,0.0,,-0.9107806691449815,1.8295214272881806,0.12621862140663848
visit,Issue_3119,330,0,95,3,1,1,0.3333333333333333,0.6060606060606061,test_debt,1.0,0.0,0.14275914305830686
visit,Issue_3115,165,0,10,3,1,0,0.0,0.0,,-0.8787878787878788,1.1864095500459138,0.1569115220209267
visit,Issue_3114,172,0,30,3,1,0,0.0,0.0,,-1.0,0.0,0.1802397696045297
visit,Issue_3113,179,0,27,4,2,0,0.0,0.0,,-0.9329608938547486,0.9374551356075028,0.1418405592735903
visit,Issue_3112,162,0,7,3,1,1,0.3333333333333333,0.8641975308641975,documentation_debt,1.0,0.0,0.16901537172593842
visit,Issue_3111,374,0,203,7,5,1,0.14285714285714285,0.07754010695187166,test_debt,0.1925133689839572,0.8720499381084471,0.15035002459068503
visit,Issue_3110,255,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.1239296027848187
visit,Issue_3109,219,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.12782625222163885
visit,Issue_3108,301,0,0,2,0,0,0.0,0.0,,-0.9269102990033222,1.8591627023984283,0.14567852905762707
visit,Issue_3107,323,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.13034774066243304
visit,Issue_3106,324,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.12268766978531306
visit,Issue_3105,209,0,0,2,0,1,0.5,0.9617224880382775,test_debt,1.0,0.0,0.09845054197759845
visit,Issue_3104,278,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.14640251034742555
visit,Issue_3103,205,0,54,3,1,0,0.0,0.0,,0.47317073170731705,0.908443386872893,0.08426091933474461
visit,Issue_3102,1346,0,1149,7,5,1,0.42857142857142855,0.6277860326894502,documentation_debt,1.0,0.0,0.034455494100443275
visit,Issue_3101,216,0,51,4,2,0,0.0,0.0,,-0.39814814814814814,1.556670096021948,0.10188504570427981
visit,Issue_3100,330,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.11071054425474698
visit,Issue_3099,492,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.10472182726658123
visit,Issue_3098,283,0,12,3,1,0,0.0,0.0,,1.0,0.0,0.09576676589094012
visit,Issue_3096,386,0,0,2,0,0,0.0,0.0,,-0.9533678756476683,1.908910306316948,0.09951637721472799
visit,Issue_3094,226,0,0,2,0,0,0.0,0.0,,0.9026548672566371,1.8147858093820974,0.10733794410179942
visit,Issue_3092,242,0,0,2,0,1,0.5,0.9669421487603306,documentation_debt,1.0,0.0,0.08049798455509603
visit,Issue_3091,326,0,2,3,1,0,0.0,0.0,,1.0,0.0,0.08318696817130056
visit,Issue_3090,154,0,0,2,0,0,0.0,0.0,,-0.9090909090909091,1.826446280991736,0.1747924021044035
visit,Issue_3087,171,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.05716197801291193
visit,Issue_3086,200,0,0,2,0,1,0.5,0.965,documentation_debt,1.0,0.0,0.08209123497232339
visit,Issue_3085,634,0,0,2,0,0,0.0,0.0,,-0.9779179810725552,1.9563235777050227,0.0953877949924442
visit,Issue_3084,183,0,0,2,0,1,0.5,0.9726775956284153,documentation_debt,1.0,0.0,0.06719924046450093
visit,Issue_3082,523,0,374,7,5,1,0.14285714285714285,0.2390057361376673,documentation_debt,-0.18929254302103252,0.9817480831230746,0.09766461429717584
visit,Issue_3080,181,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.14499331264672013
visit,Issue_3079,331,0,94,3,1,0,0.0,0.0,,-1.0,0.0,0.14176959680276455
visit,Issue_3076,479,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.16787474390570142
visit,Issue_3073,366,0,1,3,1,1,0.3333333333333333,0.9808743169398907,scientific_debt,-0.994535519125683,1.3260772193854697,0.1172454388580984
visit,Issue_3072,387,0,139,4,2,1,0.25,0.2971576227390181,documentation_debt,0.28165374677002586,1.0793288330695938,0.006947751126800495
visit,Issue_3069,207,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.1084133474695693
visit,Issue_3067,556,0,372,10,8,1,0.1,0.3147482014388489,documentation_debt,-0.05755395683453238,0.9802908752134984,0.06013939793207005
visit,Issue_3066,328,0,6,3,1,0,0.0,0.0,,0.926829268292683,2.4768986714257384,0.13431187535570788
visit,Issue_3065,376,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.012025320447048137
visit,Issue_3061,1145,0,0,2,0,0,0.0,0.0,,0.9860262008733625,1.9722476688087567,0.17151452664990846
visit,Issue_3059,181,0,39,4,2,1,0.25,0.7569060773480663,documentation_debt,0.9447513812154696,0.9478037910930679,0.09839589869988126
visit,Issue_3055,142,0,4,3,1,0,0.0,0.0,,-0.8450704225352113,2.2775243007339814,0.1774199711628759
visit,Issue_3052,166,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.059056148050436776
visit,Issue_3051,253,0,0,2,0,0,0.0,0.0,,-0.9367588932806324,1.8775172241403553,0.06734426591063879
visit,Issue_17736,844,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.046055480033609875
visit,Issue_3048,307,0,22,4,2,1,0.25,0.006514657980456026,requirement_debt,0.9869706840390879,0.9871404471134971,0.0838826742788969
visit,Issue_3047,141,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.09281822399245516
visit,Issue_3042,186,0,0,2,0,1,0.5,0.03225806451612903,code/design_debt,1.0,0.0,0.10776670797598896
visit,Issue_3039,288,0,2,3,1,0,0.0,0.0,,-1.0,0.0,0.12392631781248416
visit,Issue_3035,900,0,86,4,2,0,0.0,0.0,,0.9822222222222222,0.9825382716049381,0.09643620987852765
visit,Issue_3030,255,0,0,2,0,1,0.5,0.9882352941176471,code/design_debt,1.0,0.0,0.07089824062910108
visit,Issue_3028,356,0,0,2,0,1,0.5,0.9831460674157303,code/design_debt,1.0,0.0,0.11040920029615409
visit,Issue_3027,568,0,12,3,1,0,0.0,0.0,,1.0,0.0,0.04301266556594885
visit,Issue_3025,309,0,0,2,0,1,0.5,0.03559870550161812,code/design_debt,1.0,0.0,0.02224059642050574
visit,Issue_3023,251,0,0,2,0,1,0.5,0.9402390438247012,code/design_debt,1.0,0.0,0.12663398900344314
visit,Issue_3020,558,0,0,2,0,0,0.0,0.0,,-0.96415770609319,1.9296000822188817,0.10756891613245326
visit,Issue_3019,310,0,0,2,0,1,0.5,0.012903225806451613,code/design_debt,1.0,0.0,0.15584791147771232
visit,Issue_3018,584,0,0,2,0,0,0.0,0.0,,-1.0,0.0,0.029741055428903786
visit,Issue_3016,238,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.11936168194220548
visit,Issue_3013,220,0,25,5,3,1,0.2,0.8636363636363636,documentation_debt,1.0,0.0,0.11908869430728884
visit,Issue_3011,282,0,0,2,0,0,0.0,0.0,,1.0,0.0,0.15070333472081157
